Date :,11/2/22 13:16,,,,,,,,,,,
Motion Threshold (au):,18,,,,,,,,,,,
Detection Method:,Linear,,,,,,,,,,,
Min Freeze Duration (f):,30,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Component Details,,,,,,,,,,,,
Component Name,Start Time,Duration (s),Start Frame,Duration Frames,,,,,,,,
pre-tone, 0:00:00.000,30,0,900,,,,,,,,
tone 01, 0:00:30.000,25,900,750,,,,,,,,
tone 02, 0:10:08.000,25,18240,750,,,,,,,,
tone 03, 0:19:50.000,25,35700,750,,,,,,,,
post-tone, 0:20:18.000,30,36540,900,,,,,,,,
,,,,,,,,,,,,
Experiment,Trial,Box,Animal,Group,Component Name,Freeze Cnt,Time Freezing,Pct Total Time Freezing,Pct Component Time Freezing,Avg Motion Index,Min Motion Index,Max Motion Index
VF102622_FC2,2,Chamber 1,B6-M-106-L6,03-100-25-SC,pre-tone,6,9.767,0.78,32.56,23.72,0,302
VF102622_FC2,2,Chamber 1,B6-M-106-L6,03-100-25-SC,tone 01,8,18.9,1.52,75.6,4.83,0,94
VF102622_FC2,2,Chamber 1,B6-M-106-L6,03-100-25-SC,tone 02,1,22.667,1.82,90.67,1.35,0,97
VF102622_FC2,2,Chamber 1,B6-M-106-L6,03-100-25-SC,tone 03,2,20.233,1.63,80.93,43.52,0,888
VF102622_FC2,2,Chamber 1,B6-M-106-L6,03-100-25-SC,post-tone,4,7.6,0.61,25.33,21.27,0,204
,,,,,,,,,,,,
VF102622_FC2,2,Chamber 2,B6-M-106-L5,03-100-25-SC,pre-tone,1,1.067,0.09,3.56,92.88,0,663
VF102622_FC2,2,Chamber 2,B6-M-106-L5,03-100-25-SC,tone 01,4,13.867,1.11,55.47,68.82,0,897
VF102622_FC2,2,Chamber 2,B6-M-106-L5,03-100-25-SC,tone 02,3,22.733,1.83,90.93,26.8,0,816
