Date :,9/22/22 13:05,,,,,,,,,,,
Motion Threshold (au):,18,,,,,,,,,,,
Detection Method:,Linear,,,,,,,,,,,
Min Freeze Duration (f):,30,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Component Details,,,,,,,,,,,,
Component Name,Start Time,Duration (s),Start Frame,Duration Frames,,,,,,,,
pre-tone, 0:00:00.000,220,0,6600,,,,,,,,
tone 01, 0:03:40.000,25,6600,750,,,,,,,,
tone 02, 0:04:30.000,25,8100,750,,,,,,,,
tone 03, 0:05:10.000,25,9300,750,,,,,,,,
tone 04, 0:05:55.000,25,10650,750,,,,,,,,
tone 05, 0:06:40.000,25,12000,750,,,,,,,,
tone 06, 0:07:20.000,25,13200,750,,,,,,,,
tone 07, 0:08:10.000,25,14700,750,,,,,,,,
tone 08, 0:09:05.000,25,16350,750,,,,,,,,
tone 09, 0:09:50.000,25,17700,750,,,,,,,,
tone 10, 0:10:40.000,25,19200,750,,,,,,,,
tone 11, 0:11:25.000,25,20550,750,,,,,,,,
tone 12, 0:12:15.000,25,22050,750,,,,,,,,
post-tone, 0:12:40.000,180,22800,5400,,,,,,,,
,,,,,,,,,,,,
Experiment,Trial,Box,Animal,Group,Component Name,Freeze Cnt,Time Freezing,Pct Total Time Freezing,Pct Component Time Freezing,Avg Motion Index,Min Motion Index,Max Motion Index
VF091922_FC2,1,Chamber 1,B6-M-105-L1,12-050-25-SC,pre-tone,46,147.6,15.7,67.09,17.05,0,546
VF091922_FC2,1,Chamber 1,B6-M-105-L1,12-050-25-SC,tone 01,4,18.067,1.92,72.27,4.91,0,74
VF091922_FC2,1,Chamber 1,B6-M-105-L1,12-050-25-SC,tone 02,6,16.4,1.74,65.6,13.18,0,164
VF091922_FC2,1,Chamber 1,B6-M-105-L1,12-050-25-SC,tone 03,3,20,2.13,80,6.45,0,138
VF091922_FC2,1,Chamber 1,B6-M-105-L1,12-050-25-SC,tone 04,2,8.567,0.91,34.27,40.82,0,460
VF091922_FC2,1,Chamber 1,B6-M-105-L1,12-050-25-SC,tone 05,3,20.233,2.15,80.93,4.9,0,113
VF091922_FC2,1,Chamber 1,B6-M-105-L1,12-050-25-SC,tone 06,2,21.9,2.33,87.6,2.17,0,124
VF091922_FC2,1,Chamber 1,B6-M-105-L1,12-050-25-SC,tone 07,4,12.333,1.31,49.33,9.87,0,176
VF091922_FC2,1,Chamber 1,B6-M-105-L1,12-050-25-SC,tone 08,2,4.833,0.51,19.33,47.54,0,345
VF091922_FC2,1,Chamber 1,B6-M-105-L1,12-050-25-SC,tone 09,2,7.367,0.78,29.47,36.76,0,245
VF091922_FC2,1,Chamber 1,B6-M-105-L1,12-050-25-SC,tone 10,1,23.8,2.53,95.2,0.75,0,54
VF091922_FC2,1,Chamber 1,B6-M-105-L1,12-050-25-SC,tone 11,3,20.633,2.2,82.53,2.87,0,122
VF091922_FC2,1,Chamber 1,B6-M-105-L1,12-050-25-SC,tone 12,1,25,2.66,100,0.17,0,14
VF091922_FC2,1,Chamber 1,B6-M-105-L1,12-050-25-SC,post-tone,18,129.433,13.77,71.91,16.25,0,3752
,,,,,,,,,,,,
VF091922_FC2,1,Chamber 2,B6-M-105-L2,12-050-25-SC,pre-tone,58,132.833,14.13,60.38,7.72,0,221
VF091922_FC2,1,Chamber 2,B6-M-105-L2,12-050-25-SC,tone 01,3,13.9,1.48,55.6,34.51,0,468
VF091922_FC2,1,Chamber 2,B6-M-105-L2,12-050-25-SC,tone 02,6,14.367,1.53,57.47,27.85,0,978
